publish_date,headline_category,headline_text,commodity
2017-04-19,business.india-business,Wheat procurement up 14% to 119 LT,Wheat
2017-04-21,city.bhopal,State bags fifth Krishi Karman for wheat output,Wheat
2017-04-24,city.meerut,15-min hailstorm damages wheat; mango crops in Meerut region,Wheat
2017-04-24,city.chandigarh,Wheat crop gutted: Navjot Singh Sidhu announces Rs 24 lakh compensation to farmers,Wheat
2017-04-25,city.amritsar,Farmer outfits allege fraud in wheat procurement,Wheat
2017-05-02,city.agra,Agra wheat procurement at just 7.5% of target; officials want government to revise figure,Wheat
2017-05-04,city.chandigarh,296 Haryana farmers challaned for burning wheat stubble,Wheat
2017-05-10,city.chandigarh,Farmers defy ban; burn wheat stubble in more than 10 villages,Wheat
2017-05-12,city.lucknow,Wheat purchase lagging despite strict CM orders,Wheat
2017-05-13,city.chandigarh,Haryana detected 826 wheat stubble burning cases in rabi season,Wheat
2017-05-22,city.patna,JD(U) assails Centre over wheat price,Wheat
2017-05-22,business.india-business,Wheat; rice basmati edge up on increased offtake,Wheat
2017-05-22,business.india-business,Wheat; rice basmati strengthen on rising demand,Wheat
2017-05-22,business.india-business,Record payment made to wheat growers in Punjab,Wheat
2017-07-13,business.india-business,Wheat edges up on scattered demand,Wheat
2017-08-05,city.chandigarh,Wheat worth Rs 700 crore damaged in 4 years,Wheat
2017-08-10,city.chandigarh,Phoolka alleges Rs127 crore wheat scam in 'atta-dal' scheme,Wheat
2017-08-17,city.chandigarh,2 food inspectors suspended over pilferage of PDS wheat,Wheat
2017-09-04,city.chandigarh,Bags of wheat found wet at Amritsar's godown,Wheat
2017-09-04,city.amritsar,Bags of wheat found wet at Amritsar's godown,Wheat
2017-10-31,city.bengaluru,Govt to restore 2kg wheat under Anna Bhagya for North Karnataka,Wheat
2017-11-10,city.nagpur,Prices of white peas; wheat rise,Wheat
2017-11-21,city.dehradun,SIT to visit Uttar Pradesh; Bihar to investigate 16 crore wheat seeds scam,Wheat
2017-11-21,city.bengaluru,The grapes of rot: Govt bought 56;000 quintals of wheat; only to waste,Wheat
2017-12-07,city.bhopal,Day after raid; 5 held for hoarding wheat,Wheat
2017-12-10,business.india-business,Wheat sowing down 6.23%; to pick pace in coming weeks: Govt,Wheat
2017-12-12,city.noida,Low rainfall; high sowing costs likely to reduce wheat production by 25%,Wheat
2017-12-14,city.bhopal,Wheat sowing may go down this year,Wheat
2017-12-21,city.agra,Dalit lynched for 'stealing' wheat,Wheat
2017-12-27,city.indore,Barwani truck dec 26 Truck carrying stolen wheat seized; driver held,Wheat
2018-01-02,home.science,NASA-inspired technique boosts wheat production threefold,Wheat
2018-01-14,city.ahmedabad,Narmada canal breached; wheat crop damaged,Wheat
2018-01-27,city.chandigarh,Wheat crop in over 200 acres damaged; farmers blame spurious weedicide,Wheat
2018-02-26,city.chennai,Gang attempts to smuggle wheat worth Rs 7 lakh; held,Wheat
2018-03-07,city.jaipur,Farmer leader seeks loan waiver; bonus on wheat,Wheat
2018-03-17,city.chandigarh,Truck operators oppose wheat-loading policy,Wheat
2018-03-23,city.chandigarh,Negligence led to damage of 20;000 metric tonne of wheat: CAG,Wheat
2018-03-29,city.chandigarh,Truckers protest in Bathinda against wheat-loading policy calling it 'anti-operator',Wheat
2018-03-31,city.chandigarh,Food security? 6;000 tonne wheat turns manure in Moga,Wheat
2018-04-02,city.chandigarh,Wheat procurement: Truckers still adamant; government looks to tractors,Wheat
2018-04-04,city.chandigarh,Truckers in Punjab not to lift wheat; govt unfazed,Wheat
2018-04-05,city.chandigarh,Punjab to get Rs 21;000 crore CCL for wheat procurement today,Wheat
2018-04-06,city.chandigarh,Don't force truckers to lower rates of wheat transport: Sukhbir,Wheat
2018-04-06,city.chandigarh,Congress leader slaps food inspector accused of siphoning off PDS wheat,Wheat
2018-04-06,business.india-business,Punjab CM chairs meeting; asks police to ensure smooth wheat procurement,Wheat
2018-04-11,city.chandigarh,RBI releases Rs 18;124 crore CCL to Punjab for purchase of wheat,Wheat
2018-04-11,business.india-business,CCL cleared for purchase of wheat,Wheat
2018-04-11,city.chandigarh,RBI releases Rs 18 crore cash credit limit for purchase of wheat,Wheat
2018-04-14,city.chandigarh,Agencies instructed to ensure smooth procurement of wheat: Sunil Jakhar,Wheat
2018-04-19,city.chandigarh,Space shortage hits FCI wheat procurement in Bathinda; Mansa,Wheat
2018-04-19,city.noida,Crop destroyed in fire as power line falls on wheat field,Wheat
2018-04-21,city.chandigarh,UP; Rajasthan farmers sell wheat in Haryana mandis,Wheat
2018-04-21,city.gurgaon,Wheat procurement: Punjab farmers say UP; Rajasthan tillers ate up their quota,Wheat
2018-04-22,city.chandigarh,Rs 378 crore released to farmers against wheat procurement,Wheat
2018-04-24,city.chandigarh,Record wheat procurement in Fazilka,Wheat
2018-04-24,city.chandigarh,Tardy lifting of wheat hits farmers; traders,Wheat
2018-04-24,city.jaipur,Peasants cheated by agents at wheat procurement centre,Wheat
2018-04-25,city.chandigarh,Tardy lifting of wheat hits farmers; traders,Wheat
2018-04-25,city.chandigarh,Will ensure timely procurement of wheat from mandis,Wheat
2018-04-26,city.chandigarh,Need additonal trains to move wheat in mandis,Wheat
2018-04-28,city.gurgaon,Wheat crop in over 85 acres gutted in Haryana,Wheat
2018-04-30,city.chandigarh,Space crunch: Wheat being stored in village cremation ground,Wheat
2018-05-01,city.chandigarh,Punjab govt to compensate for damage to wheat on 793 acres,Wheat
2018-05-01,city.chandigarh,Standing wheat crop destroyed in fire,Wheat
2018-05-13,city.vadodara,4;000 kg wheat seized from truck,Wheat
2018-05-16,city.chandigarh,Over 125 lakh tonnes of wheat procured in Punjab,Wheat
2018-05-17,city.gurgaon,Sudden rain damages wheat in Meham; Kiloi grain markets,Wheat
2018-05-28,city.patna,Wheat farmers struggle to sell crop at fair prices,Wheat
2018-06-27,city.noida,522 rice and wheat sacks of Food Corporation of India seized from private godown,Wheat
2018-07-19,city.surat,FPS owner sells wheat at Rs 150/kg; held,Wheat
2018-07-27,city.bareilly,Akhilesh Kumar Mishra orders probe into use of rotting wheat for making midday meal,Wheat
2018-09-10,city.mangaluru,PDS rice; wheat worth Rs 8.2 lakh misappropriated: police,Wheat
2018-09-24,business.india-business,Wheat edges up on flour mills offtake,Wheat
2018-10-06,city.chandigarh,stubble burningmechanization of wheat sowing only option but will take few years,Wheat
2018-10-27,city.pune,As festival nears; prices of bajra; wheat & jowar rise,Wheat
2018-10-27,city.chandigarh,Punjab to probe after 3.94 lakh ration card holders didn't use up their wheat quota,Wheat
2018-11-02,city.amritsar,Punjab farmers fear loss of wheat yield due to delayed sowing,Wheat
2019-01-04,city.bengaluru,Better; not bitter: Breweries say cheers to wheat beer,Wheat
2019-03-03,city.bareilly,Farmers demand Rs 2;400/quintal minimum support price for wheat; paddy,Wheat
2019-03-14,city.ludhiana,Three held for selling wheat kept for poor,Wheat
2019-03-25,city.bareilly,Large mugger croc rescued from wheat field,Wheat
2019-04-17,city.amritsar,Untimely rain damages wheat crop in Punjab's Malwa region,Wheat
2019-04-21,city.agra,Farmers fear variation in temperature will affect wheat crop,Wheat
2019-04-22,city.dehradun,Fire season causes worry for wheat farmers in Terai,Wheat
2019-04-26,city.chandigarh,Slow lifting of wheat irks farmers; arhtiyas; payments yet to be released,Wheat
2019-04-27,city.jaipur,Wheat procurement to begin soon in Rajasthan,Wheat
2019-04-28,city.meerut,massive fire destroys standing wheat crop across 1500 bigha od land,Wheat
2019-04-29,city.dehradun,Shortage of gunny bags; storage godowns leading to slow pace of wheat procurement in Udham Singh Nagar,Wheat
2019-05-01,city.gurgaon,Lifting slow; huge stocks of wheat pile up in Haryana grain markets,Wheat
2019-05-07,elections.lok-sabha-elections-2019.punjab.news,Amarinder Singh rally tomorrow; all wheat procured,Wheat
2019-05-22,city.delhi,Two workers trapped in wheat factory,Wheat
2019-06-14,city.lucknow,Uttar Pradesh fails to meet wheat purchase target,Wheat
2019-06-20,home.science,This wheat crop can survive drought,Wheat
2019-08-25,city.ludhiana,Wheat seeds for flood-hit farmers,Wheat
2019-09-17,life-style.food-news,Fight hidden hunger with wheat,Wheat
2019-10-24,city.chandigarh,Rs 85/quintal wheat MSP increase paltry: Chief minister Amarinder Singh,Wheat
2019-11-06,city.goa,Release 165 wheat sacks attached in raid: North Goa district court,Wheat
2019-11-07,city.chandigarh,Crop fires have roots in Green Revolution; government MSP for rice and wheat,Wheat
2019-12-21,city.gurgaon,Pest attack on wheat sown using stubble management machine,Wheat
2020-01-16,city.shimla,Hailstorm; rain damage wheat on 650 acres in Ladwa villages,Wheat
2020-01-24,city.pune,Wheat; gram sowing area rises in Maharashtra,Wheat
2020-01-30,city.dehradun,Untimely rains damage acres of wheat; mustard and peas in Terai,Wheat
2020-02-19,city.bhopal,Nimar chilli; Hoshangabad wheat to get pride of place,Wheat
2020-03-07,city.bareilly,Rain; hail damage wheat; lentil & mustard crops in west Uttar Pradesh,Wheat
2020-03-07,city.agra,Rain; hail damage wheat; lentil & mustard crops in west Uttar Pradesh,Wheat
2020-03-09,city.dehradun,Rain; hail damage 30% of wheat crop in Haridwar,Wheat
2020-03-21,city.bareilly,Farmers see red over new wheat procurement policy,Wheat
2020-03-27,city.dehradun,To ensure supply; govt to procure wheat from FCI on behalf of flour mills,Wheat
2020-03-31,city.patna,FCI to supply 55;000 MT wheat to Bihar: Sushil Kumar Modi,Wheat
2020-04-03,city.bareilly,Uncertainty over UP wheat crop procurement persists,Wheat
2020-04-04,city.kolkata,Resume wheat truck movement to avert flour crisis,Wheat
2020-04-05,city.gurgaon,Harvesting from April 14 in Haryana; farmers to delay wheat reaping,Wheat
2020-04-08,city.bhopal,Farmers worry as wheat yet to be harvested in most areas,Wheat
2020-04-10,city.bareilly,Procure entire wheat crop in country: Farmer panel to PM,Wheat
2020-04-13,city.lucknow,Wheat procurement to revving up rural economy in Uttar Pradesh,Wheat
2020-04-14,city.bareilly,Now; farmer organisations can directly procure wheat; veggies; fruits from farms,Wheat
2020-04-14,city.patna,Wheat harvesting gathers momentum in Bihar,Wheat
2020-04-15,city.lucknow,UP government to start wheat purchase from today,Wheat
2020-04-16,city.patna,Ensure max wheat procurement: Bihar CM,Wheat
2020-04-16,city.bhopal,Wheat procurement begins; but less than 3;000 farmers turn up,Wheat
2020-04-20,city.patna,Bihar: Farmers not willing to sell wheat to PACS and dealers,Wheat
2020-04-20,city.patna,Hailstorm; unseasonal rain damage wheat crops,Wheat
2020-04-22,city.bareilly,Farmer from Gujarat donates 220 quintals of wheat to Shahjahanpur admin to help feed needy,Wheat
2020-04-22,city.bareilly,Wheat procurement centre in charge booked for corruption in Pilibhit,Wheat
2020-04-23,city.jaipur,Rajasthan CM Ashok Gehlot demands wheat from Centre,Wheat
2020-04-25,city.dehradun,Will pay full MSP amount for wheat to farmers: State govt to HC,Wheat
2020-05-02,city.jaipur,Rajasthan: Poor Sikar village donates 35 quintal wheat to needy,Wheat
2020-05-11,city.ludhiana,FCI allocates 2.12 lakh metric tonnes of wheat for Punjab,Wheat
2020-05-13,city.meerut,UP: Bijnor stares at 30 per cent wheat loss due unseasonal rainfall,Wheat
2020-05-17,city.dehradun,US Nagar farmer grows colorful wheat crops,Wheat
2020-05-17,city.gurgaon,Lack of hands; strike: Why wheat procurement hit hurdle in Haryana,Wheat
2020-05-24,city.jaipur,Distribution of wheat doubled in April; May: CM Ashok Gehlot,Wheat
2020-05-25,city.agra,Agra: Distressed farmers forced to sell wheat below support price,Wheat
2020-05-27,city.indore,Madhya Pradesh: Congress and BJP spar over death of farmer at wheat procurement centre,Wheat
2020-05-29,city.jaipur,Women SHGs create 'grain bank'; distribute wheat; sanitary napkins,Wheat
2020-06-01,city.chandigarh,'Asia's largest wheat procurement' operation over: Punjab CM Amarinder Singh,Wheat
2020-06-03,city.amritsar,21% more wheat straw burning cases in Punjab,Wheat
2020-06-05,life-style.food-news,Easy wheat flour desserts that you can make in a jiffy,Wheat
2020-06-05,city.chandigarh,Haryana to stop wheat purchase from June 6,Wheat
2020-06-12,city.jaipur,Rajasthan: 10kg wheat per person; two kg dal/family for two mths,Wheat
2020-06-12,city.chandigarh,Pb seeks extra wheat; pulses for labourers,Wheat
2020-06-15,city.chandigarh,Amarinder Singh seeks free wheat; pulses for 6 months more,Wheat
2020-06-18,city.amritsar,Punjab: Good wheat crop spurs demand for gold in rural areas,Wheat
2020-06-24,city.jaipur,FCI clarifies allegation on delay in wheat delivery,Wheat
2020-06-27,city.gurgaon,Three arhtiyas flee with wheat worth crores,Wheat
2020-06-27,city.jammu,Three arhtiyas flee with wheat worth crores,Wheat
2020-06-30,city.jaipur,Record wheat procurement at MSP this year despite lockdown in Rajasthan,Wheat
2020-06-30,city.jodhpur,Record wheat procurement at MSP this year despite lockdown in Rajasthan,Wheat
2020-06-30,city.udaipur,Record wheat procurement at MSP this year despite lockdown in Rajasthan,Wheat
2020-07-09,city.rajkot,Illegally hoarded wheat worth Rs 51L seized,Wheat
2020-07-10,city.gurgaon,Climate change could lower wheat; rice yields in Haryana in 15 yrs: GJUST study,Wheat
2020-07-28,city.chandigarh,Pb dispatched 27 LMT wheat; 52 LMT rice to other states,Wheat
2020-08-09,city.agra,11-year-old brutally thrashed for stealing wheat in Agra village; father arrested,Wheat
2020-09-01,city.bareilly,Two die; three hurt as running wheat grinding machine explodes,Wheat
2020-09-18,india,MSP for paddy up 2.4 fold; wheat's 1.7x in 5 years: BJP,Wheat
2020-09-19,city.ludhiana,Gang stealing wheat bags from trains busted; 7 held,Wheat
2020-09-22,city.chandigarh,Farmers trash Rs 50 wheat MSP hike,Wheat
2020-09-26,city.jaipur,Rs 143 cr approved for free wheat and Aadhaar seeding,Wheat
2020-09-29,city.jaipur,State govt to provide free wheat; pulses to 4L families,Wheat
2020-11-02,city.chandigarh,Punjab approves wheat seed subsidy policy,Wheat
2020-11-04,city.vadodara,Wheat prices to remain moderate in 2021: Anand Agricultural University,Wheat
2020-12-08,city.nagpur,Vid wheat; paddy rates show pitfalls of diluting MSP regime,Wheat
2020-12-10,city.gurgaon,Wheat scam: Six officials arrested for swindling in Sirsa,Wheat
2021-01-03,city.jaipur,Many fail to buy wheat under NFSA due to Covid; old age,Wheat
2021-01-05,city.bareilly,Farmers happy with rain & cold; say it will help pulses; wheat & mustard,Wheat
2021-01-06,city.bareilly,Farmers happy with rain & cold; say it will help pulses; wheat & mustard,Wheat
2021-01-30,city.lucknow,Uttar Pradesh: 6;000 wheat procurement centres to be set up this year,Wheat
2021-02-02,city.lucknow,UP to ramp up wheat procurement after Budget agri push,Wheat
2021-02-27,city.jaipur,Food dept directs to inquire about huge gap in wheat lifted from godowns and delivered,Wheat
2021-02-27,city.chandigarh,Farm activists stop wheat train leaving pvt company's silo,Wheat
2021-02-28,city.gurgaon,Despite appeals; farmers in Haryana keep turning on own wheat crop,Wheat
2021-03-01,city.agra,Rising temperatures may affect wheat crop in Agra,Wheat
2021-03-11,city.agra,As mercury soars several notches above normal;Agriculturist fear adverse impact on wheat yield,Wheat
2021-03-22,city.lucknow,UP to buy 'limitless' wheat from farmers @ Rs 1;975/ quintal MSP,Wheat
2021-03-24,city.chandigarh,Punjab to double centres for wheat procurement: Bharat Bhushan Ashu,Wheat
2021-03-31,city.amritsar,Paddy to wheat; no retreat,Wheat
2021-03-31,city.lucknow,Wheat procurement set to start at 6;000 centres,Wheat
2021-04-01,city.lucknow,e-PoP machines to nix fixers at wheat procurement units,Wheat
2021-04-02,city.chandigarh,Punjab gears up to procure 130 LMT wheat at 3;972 grain markets,Wheat
2021-04-02,india,FCI helps Punjab stave off crisis by lifting wheat stock,Wheat
2021-04-03,city.bareilly,Wheat crop on hundreds of acres gutted in fire incidents in western UP in 15 days,Wheat
2021-04-03,city.chandigarh,Haryana starts buying wheat at 500 centres,Wheat
2021-04-03,city.lucknow,Wheat purchase to gain pace by Apr 15,Wheat
2021-04-04,city.dehradun,Farmers facing major losses due to wildfires in Uttarakhand; ripe wheat crop in over 30 acres gutted,Wheat
2021-04-04,city.chandigarh,3.5k farmers sell 2.5 lakh quintal wheat,Wheat
2021-04-05,city.chandigarh,Covid protocols in place for wheat procurement from April 10,Wheat
2021-04-06,city.chandigarh,High moisture content: 90% wheat unsold in Karnal grain markets,Wheat
2021-04-07,city.allahabad,City agri-scientist develops sugar-free wheat varieties,Wheat
2021-04-07,city.lucknow,UP government allows FPOs to purchase wheat directly from farmers,Wheat
2021-04-08,city.chandigarh,Karnal farmers sell wheat; not paid after 48 hours,Wheat
2021-04-08,city.chandigarh,Rain; squall hit wheat crop hard,Wheat
2021-04-10,city.chandigarh,Wheat business begins in Punjab today,Wheat
2021-04-10,city.chandigarh,5.5 lakh tonnes of wheat procured in Haryana so far,Wheat
2021-04-10,city.lucknow,Ensure Covid safety amid wheat purchase,Wheat
2021-04-10,city.delhi,Wheat being procured at MSP in city: BJP,Wheat
2021-04-10,city.chandigarh,Amid arhtiyas' strike call; Punjab to start buying wheat,Wheat
2021-04-11,city.dehradun,Wheat crop on 45 acres gutted in Uttarakhand,Wheat
2021-04-11,city.amritsar,tractors for fire tenders diy in punjabs barnala district villagers save wheat by innovating,Wheat
2021-04-12,city.chandigarh,In Punjab; control rooms to help farmers sell wheat,Wheat
2021-04-13,city.chandigarh,Day 3: Wheat procurement gathers pace in Punjab,Wheat
2021-04-13,city.chandigarh,Ripened wheat crop on 80 acres gutted in Pehowa,Wheat
2021-04-14,city.chandigarh,Wheat lifting crawls; space crunch in Haryana mandis,Wheat
2021-04-17,city.ludhiana,89% wheat procured in Ludhiana: District food and supply controller,Wheat
2021-04-17,city.chandigarh,As Covid cases surge; Haryana stops wheat procurement,Wheat
2021-04-18,city.bareilly,UP: Two farmers die as wheat thresher explodes in Badaun,Wheat
2021-04-18,city.chandigarh,Direct payment for wheat: In Punjab; arthiyas fear loss of control; farmers await resulting freedom,Wheat
2021-04-18,city.chandigarh,Wheat grain spills over due to shortage of gunny bags and space in Ambala,Wheat
2021-04-18,city.chandigarh,Cong MP Hooda asks Hayana to probe slow lifting of wheat,Wheat
2021-04-19,city.dehradun,Uttarakhand: Over 80 acres of wheat crop gutted in fire in Udham Singh Nagar,Wheat
2021-04-19,city.chandigarh,Procurement of HD 2967 variety of wheat smooth in Punjab: Minister,Wheat
2021-04-19,city.chandigarh,Haryana govt says it has procure 45L tonnes of wheat,Wheat
2021-04-19,city.chandigarh,7.33 LMT wheat procured on 9th day in Punjab,Wheat
2021-04-19,city.chandigarh,Patiala procures 95% of its arrived wheat; Ropar 100%,Wheat
2021-04-20,city.dehradun,Ripe wheat crop on 10 acres gutted in US Nagar,Wheat
2021-04-20,city.chandigarh,UP farmers allowed to sell wheat in Haryana after protest,Wheat
2021-04-20,india,11.6 lakh farmers have got 24k cr as MSP through wheat procurement,Wheat
2021-04-22,city.jaipur,2.92 lakh MT of wheat procured at MSP,Wheat
2021-04-23,city.chandigarh,Labour shortage keeps Punjab wheat lifting below 44%,Wheat
2021-04-25,city.chandigarh,1.57L tonnes of wheat procured in Haryana,Wheat
2021-04-25,city.chandigarh,93% wheat procured; Rs 7;594cr paid to farmers: Punjab top officer,Wheat
2021-04-27,city.chandigarh,SAD stages protest over inadequate arrangements for wheat procurement,Wheat
2021-04-29,city.chandigarh,77.8 lakh tonne wheat procured at MSP in Haryana mandis,Wheat
2021-04-29,city.lucknow,Despite corona spike; average wheat procurement up by 54%,Wheat
2021-04-30,city.patna,Wheat procurement target increased to 7 lakh MT: CM Nitish Kumar,Wheat
2021-05-05,city.lucknow,Uttar Pradesh procured 14.22 lakh MT wheat amid Covid: Yogi Adityanath,Wheat
2021-05-07,city.chandigarh,Huge spike in Punjab stubble burning cases after wheat harvest,Wheat
2021-05-10,city.chandigarh,Agencies in Punjab procure 128.50 LMT wheat in 30 days,Wheat
2021-05-10,india,Wheat procurement in Haryana crosses target; Punjab set to surpass,Wheat
2021-05-12,city.lucknow,Uttar Pradesh government for shifting of wheat to depots before monsoon,Wheat
2021-05-19,city.patna,Govt extends deadline for wheat procurement till June 15,Wheat
2021-05-19,city.bhopal,Kamal Nath urges Madhya Pradesh government to procure wet wheat; says farmers not at fault,Wheat
2021-06-02,city.patna,Slow progress of wheat procurement irks Gaya DM,Wheat
2021-06-03,city.lucknow,Every single grain of wheat to be purchased; says Uttar Pradesh CM Yogi Adityanath,Wheat
2021-06-04,india,Government revises wheat procurement target as most producing states create record buying,Wheat
2021-06-05,india,76000 crore sent directly to farmers accounts for their wheat,Wheat
2021-06-13,city.patna,Procure 3.5L MT wheat from farmers by June 15: Bihar CM Nitish Kumar,Wheat
2021-06-13,city.lucknow,Uttar Pradesh set to surpass its wheat purchase record,Wheat
2021-06-28,india,Wheat purchase all set to cross revised target of 433.5L tonnes,Wheat
2021-07-06,city.jaipur,FCI procures record 23.4 lakh MT of wheat from 2 lakh Rajasthan farmers,Wheat
2021-07-07,city.ahmedabad,Liquor stored in wheat sacks; 1 held,Wheat
2021-07-11,city.ahmedabad,Three held for smuggling 3;800kg of PDS wheat,Wheat
2021-07-22,city.chandigarh,Recover wheat damage loss from mandi officials; says Haryana chief minister Manohar Lal Khattar,Wheat
2021-07-28,city.madurai,PDS wheat; rice seized from godown,Wheat
2021-08-09,city.chandigarh,Rs 20cr wheat missing: Minister says will refer case to vigilance dept,Wheat
2021-08-10,city.chandigarh,CVC: Probe roots of wheat bungling; senior officials' role,Wheat
2021-08-31,city.chandigarh,Procure paddy; wheat in old manner: Punjab BJP chief,Wheat
2021-09-13,city.lucknow,High grain production to offset low MSP hike for wheat,Wheat
2021-09-20,india,Rice with zinc; wheat with protein to fight malnutrition,Wheat
2021-09-29,city.varanasi,PM dedicates disease-resistant IAS-BHU wheat variety to nation,Wheat
2021-10-09,life-style.spotlight,Ditch maida and wheat; cook your way to good health,Wheat
2021-10-17,city.nagpur,Wheat meant for PDS seized from pvt vehicles; 3 held,Wheat
2021-10-19,india,Afghanistan in food crisis; India plans to send 50;000MT of wheat,Wheat
2021-10-19,world.south-asia,Afghanistan in food crisis; India plans to send 50;000MT of wheat,Wheat
2021-10-22,city.chandigarh,UT to replace poor quality of wheat; but with conditions,Wheat
2021-11-12,city.agra,8 dead peacocks found near wheat field in Agra; pesticide poisoning suspected,Wheat
2021-11-13,city.delhi,Ending rice-wheat monopoly can ease Delhi woes,Wheat
2022-01-10,business.india-business,MSP's tilt in favour of oilseeds see 23% increase in acreage of mustard; wheat sown area decreases,Wheat
2022-01-10,india,MSP's tilt in favour of oilseeds see 23% increase in acreage of mustard; wheat sown area decreases,Wheat
2022-01-10,india,Iran ready to help India transport wheat to Afghanistan,Wheat
2022-01-23,india,India ready to ship wheat to Afghanistan via Pakistan early February,Wheat
2022-01-23,world.south-asia,India ready to ship wheat to Afghanistan via Pakistan early February,Wheat
2022-02-03,city.jaipur,Software for buying wheat at MSP soon,Wheat
2022-02-06,city.indore,Registration of wheat producers begins,Wheat
2022-02-28,city.indore,New season pulses; wheat arrive in mkt,Wheat
2022-03-04,city.bhopal,MSP for Rabi crops fixed: Wheat to be procured at Rs 2015 per quintal in Bhopal,Wheat
2022-03-06,business.india-business,Putin's war pushes up wheat price; may benefit Indian farmers,Wheat
2022-03-11,city.indore,75 wheat farmers ready to sell crop at MSP,Wheat
2022-03-14,city.chandigarh,Mann swearing-in: 40 acres of wheat fields being cleared for parking,Wheat
2022-03-23,business.india-business,Lebanon plans tender for Indian wheat; minister says,Wheat
2022-03-25,city.bhopal,Madhya Pradesh: Tax waiver in CM Shivraj Singh Chouhan's plan to boost wheat export,Wheat
2022-03-25,city.rajkot,How old is your wheat? Rapid test to tell in 15 mins,Wheat
2022-03-28,city.chandigarh,Procurement of wheat will start from April 1 in Hry,Wheat
2022-03-29,city.bhopal,Wheat procurement in Bhopal from April 4 to 16,Wheat
2022-03-29,city.indore,Only three farmers sell their crop at MSP on first day of wheat procurement,Wheat
2022-03-29,city.hubballi,Gadag farmer grows rare varieties of wheat,Wheat
2022-03-30,city.bhopal,Wheat exporters should make the most of boom: CM,Wheat
2022-04-02,city.jaipur,Purchase of wheat at MSP to continue in Raj till June 10,Wheat
2022-04-03,city.chandigarh,61MT wheat arrives in Patiala;6 nakas set up at state borders,Wheat
2022-04-06,city.indore,Wheat procurement drops as farmers prefer open market,Wheat
2022-04-08,city.bareilly,Fire chars wheat crop in 25 bighas,Wheat
2022-04-08,city.meerut,Mercury rising; wheat yield may dip by 2-3% in Uttar Pradesh,Wheat
2022-04-10,city.chandigarh,Fire destroys wheat crop in 10 acres,Wheat
2022-04-11,city.chandigarh,5.5 LMT wheat in Punjab mandis so far,Wheat
2022-04-12,city.indore,Egyptian delegation eyes wheat export from Indore,Wheat
2022-04-13,city.chandigarh,21 wheat straw burning cases so farin Punjab,Wheat
2022-04-15,city.indore,Not even 25% farmers show interest in govt's wheat procurement at MSP in Indore,Wheat
2022-04-16,india,Putin's war opens a window; India to export wheat to Egypt,Wheat
2022-04-17,city.kanpur,Fire destroys wheat crop in Sachendi,Wheat
2022-04-17,city.chandigarh,AAP govt must seek central aid to help farmers hit by poor wheat yield: SAD,Wheat
2022-04-18,city.chandigarh,LoP seeks relief for wheat growers,Wheat
2022-04-18,city.chandigarh,10 wheat straw burning cases,Wheat
2022-04-18,city.chandigarh,Announce relief for wheat crop loss: BJP,Wheat
2022-04-21,city.bareilly,Farmers in Uttar Pradesh avoid government centres as wheat price 'rises' due to Ukraine war,Wheat
2022-04-22,city.indore,Only 12000 wheat farmers book slots; last date extended to April 30,Wheat
2022-04-26,city.bhopal,Minor stripped; thrashed & tonsured for stealing wheat in Madhya Pradesh,Wheat
2022-04-26,city.jaipur,Wheat at MSP: One or more of family can log,Wheat
2022-04-28,city.amritsar,Daily wheat arrivals dip below 2 LMT in Punjab,Wheat
2022-04-29,city.bhopal,Market 'competition' for wheat procurement,Wheat
2022-04-29,city.bareilly,Wheat straw transportation ban: Dairy owners stop 5 trucks; farmers call it 'suppression',Wheat
2022-05-02,city.chandigarh,Pb wheat arrivals dip below 50k MT in a day,Wheat
2022-05-03,city.chandigarh,Haryana: BKU protest; demand bonus on wheat; claim for low yield through insurance,Wheat
2022-05-03,india,As wheat buy dips; govt may use more rice in Ann Yojana,Wheat
2022-05-04,india,Centre revises wheat allocation to 11 states,Wheat
2022-05-04,india,Indian Railways cuts number of rakes meant for wheat exports,Wheat
2022-05-04,city.chandigarh,Wheat output falls in country; but Punjab tops in contribution to national pool,Wheat
2022-05-04,city.chandigarh,979 wheat straw burning cases in a day,Wheat
2022-05-05,india,Govt's wheat buy estimate cut by 50%; lowest in 13 years,Wheat
2022-05-11,business.india-business,As Black Sea supplies fall; India sells record 1.4 millio tonnes wheat in April,Wheat
2022-05-15,business.india-business,Latest inflation data sparked action to tame wheat prices,Wheat
2022-05-15,business.india-business,Within hours of curbs; domestic traders claim wheat prices are softening,Wheat
2022-05-15,city.bhopal,Centre's decision to ban wheat export a setback for farmers & traders in Madhya Pradesh,Wheat
2022-05-16,business.india-business,As G7 frets; India says wheat export curbs to aid neighbours,Wheat
2022-05-16,city.chandigarh,Lift wheat export ban; say Sukhbir,Wheat
2022-05-17,business.india-business,India's export ban sends EU wheat to near all-time highs,Wheat
2022-05-18,india,India relaxes wheat export ban but global prices at 2-month high,Wheat
2022-05-18,city.rajkot,Gujarat: Wheat ban relaxed; but pile-up at Kandla port too huge to clear soon,Wheat
2022-05-19,city.kolkata,West Bengal govt to ration wheat distribution,Wheat
2022-05-20,india,Amid weather woes; India's wheat production to fall 3%,Wheat
2022-05-21,city.chandigarh,Vigilance committees to distribute wheat; atta,Wheat
2022-05-24,city.ahmedabad,10 lakh tonnes of wheat still stuck at Kandla port,Wheat
2022-05-24,city.jaipur,Soaring mercury takes toll on quality of wheat in Rajasthan,Wheat
