publish_date,headline_category,headline_text,commodity
2019-08-21,city.nashik,Average wholesale onion price up by 25% in a day,Onion
2019-08-27,india,Use buffer stock; curb onion price rise; Centre tells states,Onion
2019-08-28,city.delhi,Action against onion hoarders in Delhi,Onion
2019-08-31,city.chennai,Chennai: Tomato prices go down; onion gets dearer,Onion
2019-08-31,city.salem,Chennai: Tomato prices go down; onion gets dearer,Onion
2019-09-10,city.nashik,Onion price records season's new high,Onion
2019-09-16,city.nashik,MP Bharti Pawar seeks withdrawal of onion MEP,Onion
2019-09-20,india,Onion prices at 4-yr high; jump Rs 1;000/quintal in single day,Onion
2019-09-20,city.nashik,Onion prices at 4-year high; jump Rs 1;000 per quintal in a day,Onion
2019-09-21,city.patna,Veggie prices head north Bihar; onion brings tears to eyes,Onion
2019-09-21,city.visakhapatnam,Surprise check conducted at wholesale onion market in Visakhapatnam,Onion
2019-09-21,city.delhi,Delhi government irons out plan to check onion prices,Onion
2019-09-21,city.mumbai,Mumbai: Onion prices rise to 60/kg and counting,Onion
2019-09-22,city.bhopal,Onion prices hit the roof as monsoon plays spoiler,Onion
2019-09-23,city.rajkot,Onion shortage likely in Gujarat after Diwali,Onion
2019-09-23,city.chennai,Chennai: Prices of onion double at retail stores; buyers baffled,Onion
2019-09-23,city.goa,Onion prices soar; 2 more months of pain; say vendors,Onion
2019-09-24,city.visakhapatnam,Onion prices shoot up to Rs 60 per kg in Visakhapatnam,Onion
2019-09-24,city.ranchi,Jharkhand Congress plans stir over onion prices,Onion
2019-09-25,city.delhi,Govt taking steps to curb onion prices; says Delhi minister Imran Hussain,Onion
2019-09-25,india,Better supply to tame onion prices soon; say ministers,Onion
2019-09-28,city.kolkata,Soaring onion price likely to pinch pockets in Kolkata till November,Onion
2019-09-30,city.noida,As onion rates soar in NCR; small traders feel the pinch,Onion
2019-09-30,city.nashik,After imposition of MEP; Centre bans onion export,Onion
2019-09-30,city.ghaziabad,As onion rates soar in NCR; small traders feel the pinch,Onion
2019-10-01,india,Onion prices dip after export ban; farmers protest,Onion
2019-10-02,city.kolkata,Kolkata: Onion still pricey as retail & wholesale gap widens,Onion
2019-10-03,city.noida,Noida: Hoarders stock up as onion prices soar,Onion
2019-10-03,city.delhi,Delhi govt gears up to fight onion shortage,Onion
2019-10-03,city.nashik,Nashik onion farmers threaten to boycott auctions at agricultural produce market committees,Onion
2019-10-05,city.nashik,Onion trucks halted at border finally allowed to enter Bangladesh,Onion
2019-10-07,city.nashik,Farmers set on boycotting onion auction from today,Onion
2019-10-07,city.delhi,Delhi: Mobile van in each ward for onion supply,Onion
2019-10-08,india,At Lasalgaon; onion prices up 30% as farmers boycott auction,Onion
2019-10-08,city.nashik,Nashik: Onion prices soar by Rs 800 as farmers boycott auction,Onion
2019-10-09,city.chandigarh,Tomato prices down; but onion continues to be a tearjerker,Onion
2019-10-10,city.nashik,Average wholesale price of onion stays at Rs 3;550 per quintal at Lasalgaon,Onion
2019-10-18,city.nashik,Sharad Pawar blames Centre for onion farmers' plight,Onion
2019-10-19,city.delhi,Onion trucks rejected by Delhi: Centre,Onion
2019-10-20,city.goa,Tears of joy as onion prices drop to Rs 50 in Goa,Onion
2019-10-23,city.nashik,Nashik: Wholesale onion price goes up by Rs 920 per quintal at Lasalgaon,Onion
2019-10-25,city.nashik,Maharashtra assembly elections 2019: Falling onion prices bring tears to Shiv Sena in Niphad,Onion
2019-11-01,city.navimumbai,Onion prices spike to Rs 60/kg yet again in Mumbai,Onion
2019-11-02,city.navimumbai,Navi Mumbai: Onion sells at Rs 70; veggie prices bring some relief,Onion
2019-11-04,city.visakhapatnam,Visakhapatnam: Onion prices touch sky again due to high demand; low supply,Onion
2019-11-04,city.chandigarh,Chandigarh: Onion prices skyrocket to Rs 70 per kg,Onion
2019-11-05,city.hubballi,Farmers protest demanding fair price for onion; withdraw agitation later,Onion
2019-11-05,city.bengaluru,Bengaluru: Onion prices shoot up; drill holes in consumers pockets,Onion
2019-11-05,city.pune,rain effect onion prices at 4 yr high maha to have impact on city on nov 6 7,Onion
2019-11-05,city.bhopal,At Rs 80/kg; Bhopal sheds onion tears; veggie prices throw budgets haywire,Onion
2019-11-05,city.chennai,As onion touches 90/kg; government vows to stop hoarding in Chennai,Onion
2019-11-06,city.hubballi,Onion growers stage protest; demand fair price,Onion
2019-11-06,city.surat,Gujarat: Unseasonal rain sends prices of potato; onion skyrocketing,Onion
2019-11-06,business.india-business,Onion prices rise by up to 40% in a week,Onion
2019-11-07,city.nashik,Maharashtra: Onion price keeps going down on second consecutive day,Onion
2019-11-07,city.ahmedabad,Gujarat: Onion hovers near Rs 100/kg mark; garlic shoots to Rs 300,Onion
2019-11-07,city.delhi,Onion nears Rs 100/kg; doorstep sales back in Delhi,Onion
2019-11-07,city.goa,Onion prices soar in Goa; touch Rs 70 per kg,Onion
2019-11-08,city.goa,Goa: Onion prices soar; touch Rs 70 per kg,Onion
2019-11-08,city.vijayawada,AP: Onion bringing tears to both farmers; buyers,Onion
2019-11-08,city.vijayawada,603 quintal onion seized; 47 booked for hoarding,Onion
2019-11-08,city.delhi,Onion prices in Delhi: Congress takes to the streets; BJP alleges scam,Onion
2019-11-09,city.jaipur,Rajasthan: Local produce to bring down onion prices soon,Onion
2019-11-10,city.trichy,Trichy: Onion to remain pricey for next 2 months; say traders,Onion
2019-11-11,india,Onion crunch at home; but India assures Male of non-stop supply,Onion
2019-11-12,city.nashik,I-T department conducts searches on premises of 11 onion traders in Nashik,Onion
2019-11-13,city.jaipur,Jaipur: Onion prices shoot up; traders blame it on supply shortage,Onion
2019-11-14,city.pune,Onion supply to Pune's wholesale market dips to two-month low,Onion
2019-11-15,city.visakhapatnam,Eateries in Visakhapatnam suffer as onion prices keep rising,Onion
2019-11-18,city.vijayawada,Other vegetables follow the onion way; prices shoot up,Onion
2019-11-19,city.pune,Maharashtra: Onion prices may fall after January,Onion
2019-11-21,business.india-business,Govt OKs onion imports to rein in prices,Onion
2019-11-22,city.mangaluru,Onion from Egypt arrives in Mangaluru; but lacks quality,Onion
2019-11-22,city.vijayawada,Onion sale at subsidised price,Onion
2019-11-22,city.pune,Pune: Onion prices soar to Rs 100/kg; supply shrink,Onion
2019-11-23,city.visakhapatnam,Long queues for onion at Rythu bazaars in Visakhapatnam,Onion
2019-11-24,city.bhopal,Onion prices likely to skyrocket in Bhopal again,Onion
2019-11-24,city.jaipur,Rajasthan: Onion; garlic prices surge due to crop loss; poor supply,Onion
2019-11-25,city.chandigarh,Tears in store as onion rates touching Rs 90/kg in Chandigarh,Onion
2019-11-26,city.surat,Onion prices likely to cross Rs 100 in city shortly,Onion
2019-11-26,city.kolkata,'Pink' century: Kitchen tears after onion crosses Rs 100 a kilo in Kolkata,Onion
2019-11-27,city.kolkata,Kolkata: Roadside stalls shed onion tears; fast-food chains take loss on chin,Onion
2019-11-27,city.madurai,Eateries in Madurai take onion off dishes after prices skyrocket,Onion
2019-11-27,city.kolkata,West Bengal government eyes Rajasthan supply as onion brings tears,Onion
2019-11-28,city.patna,Bihar: Biscomaun to close counters for onion sales; blames administration,Onion
2019-11-28,city.kolkata,Onion prices unlikely to dip much in Kolkata till Nagpur; Bengaluru supply arrives,Onion
2019-11-28,city.kolkata,Kolkata: At Rs 6 a piece and rising; eggs add to onion burden in kitchen,Onion
2019-11-28,city.bhopal,Onion prices across Bhopal skyrocket; sell at Rs 100 per kg,Onion
2019-11-28,city.delhi,No early respite from high onion prices; Delhi government pins hope on imports,Onion
2019-11-29,city.bhopal,Onion prices sky-rocket; MP government sells it for Rs 70 per kg,Onion
2019-11-29,city.jaipur,Rajasthan: Tears roll as onion prices soar to Rs 100/kg,Onion
2019-11-29,city.delhi,Delhi: BJP; Congress look to corner AAP govt on onion prices,Onion
2019-11-29,city.delhi,Delhi asks Centre to continue onion supply at Rs 15.6/kg,Onion
2019-11-29,city.bengaluru,Bengaluru: Onion price spiral leaves bakers in tears,Onion
2019-11-30,city.patna,Tejashwi Prasad Yadav takes jibe at govt over onion prices,Onion
2019-11-30,city.nagpur,Nagpur: Onion price skyrockets to Rs 100 a kg,Onion
2019-11-30,city.trichy,Trichy: Farmers protest half-naked seeking onion procurement from locals,Onion
2019-11-30,city.lucknow,Onion prices shoot to Rs 100 per kg: Staple flies off plates; budgets hit,Onion
2019-11-30,city.navimumbai,Navi Mumbai: At Rs 100/kg; onion prices hit the roof,Onion
2019-12-01,city.jaipur,Rising onion prices fail to move Rajasthan government,Onion
2019-12-01,city.delhi,AAP: Centre to blame for soaring onion prices in Delhi,Onion
2019-12-02,city.thiruvananthapuram,Onion price up 363% in just 1 year,Onion
2019-12-02,city.kolkata,West Bengal government to tackle onion 'century' through ration-shop sales,Onion
2019-12-02,city.delhi,Centre creating onion shortage,Onion
2019-12-03,city.goa,Goa looking at Karnataka; Maharashtra onion suppliers,Onion
2019-12-03,india,IT dept puts lens on crooked onion traders of Delhi; MP; Maharashtra,Onion
2019-12-03,city.delhi,Ram Vilas Paswan must answer on onion prices,Onion
2019-12-03,city.mumbai,No onion; no bhajji: Eateries pull out the bulb from menus across Mumbai,Onion
2019-12-04,city.bhopal,Digvijaya Singh takes a dig at PM Modi over onion tears,Onion
2019-12-04,city.bengaluru,Karnataka onion thefts: Gadag farmers burn midnight oil to save pricey crop,Onion
2019-12-05,city.patna,Onion prices close to Rs 120/kg in Patna,Onion
2019-12-05,city.dehradun,Onion prices hog limelight inside and outside U'khand assembly,Onion
2019-12-05,city.nashik,Collector reviews onion situation in Nashik district,Onion
2019-12-06,city.mangaluru,Mangaluru: Protest against onion inflation; Turkish variety sells at Rs 150/kg,Onion
2019-12-06,city.kolkata,Kolkata: Retailers decide to stop selling pricey onion,Onion
2019-12-06,city.nagpur,Onion now at Rs 120 in local markets,Onion
2019-12-06,city.rajkot,Rajkot: 700kg onion 'stolen' from market yard,Onion
2019-12-06,city.goa,Onion prices shoot up to Rs 200/kg in Panaji,Onion
2019-12-06,city.lucknow,At Rs 120 a kg; onion a tear-jerker in Lucknow,Onion
2019-12-07,city.mumbai,Lasalgaon; country's largest onion mandi; sees 70% price rise in a mth,Onion
2019-12-07,city.kolkata,Nashik onion reaches Kolkata; price drop likely,Onion
2019-12-07,city.mumbai,Maharashtra: Onion supply to state APMCs down 69% in a year; prices see 10-fold rise,Onion
2019-12-07,city.goa,Mahila Congress protests rising onion prices,Onion
2019-12-07,city.nashik,Nafed's onion buffer stock of 57;000 quintal entirely used,Onion
2019-12-07,city.nashik,Sluggish onion trade at Lasalgaon keeps rates high,Onion
2019-12-08,city.rajkot,Premature harvest hits quality of onion produce,Onion
2019-12-08,city.bengaluru,Bengaluru: Onion price touches Rs 170/kg; pinches hoteliers and residents,Onion
2019-12-08,city.trichy,Onion to be sold at ration shops: Minister,Onion
2019-12-08,city.ahmedabad,Gujarat: Crop loss delays onion dehydration season by two months,Onion
2019-12-09,city.vijayawada,Vijayawada: Onion touches Rs 180; but farmers sell for only Rs 30,Onion
2019-12-09,city.vijayawada,Onion stocks run out; clamour grows for improved supply,Onion
2019-12-09,city.visakhapatnam,Broiler chicken cheaper than onion in Visakhapatnam,Onion
2019-12-09,city.nagpur,Onion rates ease on fears of imports; potato's moving up,Onion
2019-12-09,city.kolkata,Daily onion demand 800 tonnes; Kolkata left with 50,Onion
2019-12-09,city.surat,donate one unit of blood get 1kg onion free,Onion
2019-12-09,city.nashik,Baba Ramdev bats for PM Narendra Modi over onion prices,Onion
2019-12-09,city.hyderabad,Onion samosas go off plates in Hyderabad eateries as prices soar,Onion
2019-12-09,city.goa,Onion crisis: Street snacks lose their pungent punch; vendors feel the pinch,Onion
2019-12-09,city.goa,Stop onion subsidies: Ramkrishna Dhavalikar,Onion
2019-12-09,india,5 held for plotting onion-laden truck's accident,Onion
2019-12-10,city.delhi,Stand-up comedians on soaring onion prices: Wear onion rings and gift onion bouquets,Onion
2019-12-10,life-style.spotlight,Stand-up comedians on soaring onion prices: Wear onion rings and gift onion bouquets,Onion
2019-12-10,city.varanasi,2 men 'loot' 50kg onion from rickshaw-puller in Gorakhpur,Onion
2019-12-10,city.trichy,At 136/kg; black gram goes onion's way,Onion
2019-12-10,city.trichy,To check price; traders import 30 tonnes of onion from Egypt,Onion
2019-12-10,city.vijayawada,Jagan slams TDP for raising hue and cry over onion crisis,Onion
2019-12-10,city.vijayawada,TDP MLAs protest outside assembly over onion crisis,Onion
2019-12-10,city.hyderabad,Hyderabad: With price hitting Rs 200; low-grade onion only choice,Onion
2019-12-10,city.hyderabad,Telangana: Are eggs next in line to go the onion way?,Onion
2019-12-10,city.hyderabad,Horticulture department plans onion crop colonies to boost production in Telangana,Onion
2019-12-10,city.pune,Pune: At Rs 170 per kg; buyers find onion weighs on the pocket,Onion
2019-12-10,city.kochi,PIL seeking action on rising onion price in Kerala high court,Onion
2019-12-10,city.kolkata,CM Mamata Banerjee prod; fresh stock from Nashik likely to pull price of onion down soon,Onion
2019-12-10,city.amaravati,Jagan slams TDP for raising hue and cry over onion crisis,Onion
2019-12-11,city.patna,Patna: No respite in sight as onion prices still high,Onion
2019-12-11,city.mysuru,Mysuru: Onion prices come down; to stabilise by weekend,Onion
2019-12-11,city.vijayawada,Vijayawada: Onion price comes down by Rs 50 in village market yards,Onion
2019-12-11,city.nagpur,Onion prices crash as farmers rush fresh stocks to market,Onion
2019-12-11,city.kolkata,Onion price dips within 24 hours of CM Mamata Banerjee tough talk,Onion
2019-12-11,city.amaravati,Amaravati: 'Onion price unprecedented',Onion
2019-12-11,city.chennai,Chennai: Import brings down onion prices,Onion
2019-12-11,city.pune,Onion supplies surge; retail price drops by Rs 10-20 per kg,Onion
2019-12-11,city.surat,Surat: Fresh supply in 15 days to bring down onion prices,Onion
2019-12-11,city.goa,Goa: With fresh stock from Maharashtra; onion prices may drop further,Onion
2019-12-11,city.madurai,Respite as onion import brings down price to Rs 100 a kg in Madurai,Onion
2019-12-11,city.trichy,Miscreants decamp with 50 kg onion from veggie shop,Onion
2019-12-12,city.mangaluru,Onion prices down but are still quite costly,Onion
2019-12-12,city.kolkata,Kolkata: Items struck off menu; eateries wait for onion to go below Rs 100,Onion
2019-12-12,city.nashik,Average wholesale onion price rises at Lasalgaon,Onion
2019-12-12,city.kolhapur,Onion price in local retail markets buck Lasalgaon trend,Onion
2019-12-12,city.goa,Onion prices dip to Rs 79/kg at Goa horticulture units,Onion
2019-12-12,city.lucknow,After slide; onion prices rise again in Lucknow,Onion
2019-12-13,city.kolkata,Steady supply of onion to bring price below Rs 100/kg in Kolkata,Onion
2019-12-14,city.kolkata,West Bengal: After 18-day upward run; onion dips to Rs 100 per kg,Onion
2019-12-14,city.ahmedabad,Gujarat: Onion sowing picks up; may soften prices soon,Onion
2019-12-14,city.pune,Pune: Onion prices rise after a brief slide,Onion
2019-12-14,city.lucknow,Onion effect: Biryani brands mull price hike,Onion
2019-12-15,city.goa,Heartburn for consumers as onion rates climb to Rs 78 per kg,Onion
2019-12-15,india,Bumper onion harvest makes debt-hit farmer a crorepati,Onion
2019-12-16,city.nagpur,Onion prices up again; but farmers left with little stock,Onion
2019-12-17,city.bhubaneswar,After breather; onion inches back to Rs 120/kg,Onion
2019-12-17,city.vijayawada,Some consolation finally as onion prices fall to Rs 85/kg,Onion
2019-12-17,city.hyderabad,Hyderabad: Onion supplies hit; artificial price hike in market expected,Onion
2019-12-17,city.goa,Onion rate at horticulture outlets shoots up to Rs 94,Onion
2019-12-18,city.goa,Short-lived relief: After brief dip; onion prices climb to Rs 94,Onion
2019-12-18,city.lucknow,Lucknow: Onion sizzles at Rs 140 per kg once more,Onion
2019-12-19,city.coimbatore,Horticulture dept to promote big onion cultivation in dist,Onion
2019-12-19,city.nashik,Rise in supply leads to drop in wholesale onion prices at Lasalgaon,Onion
2019-12-19,city.pune,Pune: Garment store offers onion freebie for Rs 1;000 shopping to pep up sales,Onion
2019-12-20,city.chennai,As more truckloads arrive; onion prices drop to Rs 120 a kg in Chennai,Onion
2019-12-22,city.visakhapatnam,Visakhapatnam: Onion prices likely to fall by mid-January,Onion
2019-12-24,city.vijayawada,In capital region; onion crop brings smiles to farmers' faces,Onion
2019-12-27,city.kolkata,Onion price woes persist despite wholesale rate dip,Onion
2019-12-28,city.patna,Patna: Garlic leaves onion behind as price crosses Rs 200 per kg,Onion
2019-12-30,city.chandigarh,Punjab Agricultural University develops technology of preserving onion products,Onion
2019-12-31,city.rajkot,Thief arrested for stealing onion; ground nut supply,Onion
2019-12-31,city.kolkata,West Bengal: Additional 5;000-tonne off-season onion produce likely to check price rise,Onion
2019-12-31,city.goa,Goa: Onion; veggie supply to be hit by New Year's Eve rush,Onion
2020-01-01,city.hyderabad,Onion price in Hyd dips to Rs 90/kg,Onion
2020-01-01,city.nashik,Maharashtra: Onion prices dip 34 per cent in two days as supply increases,Onion
2020-01-02,city.nashik,Avg wholesale onion price crashes by Rs 1;000 in a day,Onion
2020-01-02,city.lucknow,No cheer: Spurt in tomato; onion & potato prices burns hole in pockets,Onion
2020-01-04,city.kolkata,Kolkata: Onion price starts to ease; expected to drop further,Onion
2020-01-05,city.bhopal,After onion; tomato price in the red with three-fold hike,Onion
2020-01-05,city.jaipur,Import from Maha; Guj drops onion prices in Raj,Onion
2020-01-05,city.lucknow,Lucknow: After onion tears; garlic may now fly off your plate,Onion
2020-01-06,city.mysuru,Onion prices dip below Rs 60 in wholesale market,Onion
2020-01-11,city.nashik,Average wholesale onion price drops to 3;000 per quintal,Onion
2020-01-15,city.kolkata,Onion price dips below government subsidy rate in West Bengal,Onion
2020-01-16,city.lucknow,UP: Onion truck; driver looted in Jalaun,Onion
2020-01-17,city.goa,Onion prices down to Rs 60; likely to normalise next week,Onion
2020-01-22,city.pune,Pune: Potato going the onion way as supplies fall in markets,Onion
2020-01-25,city.kolkata,Onion price rises to Rs 80/kg yet again; traders blame short supply,Onion
2020-01-28,city.nashik,Onion prices crash by 35% at Lasalgaon,Onion
2020-02-01,city.nashik,Maharashtra: Onion glut at Lasalgaon; 70% drop in average wholesale price,Onion
2020-02-01,city.trichy,Onion farmers seek relief for crop loss,Onion
2020-02-02,city.nashik,Onion; grape farmers at odds in Nashik,Onion
2020-02-06,city.nashik,Nashik traders seek rollback of onion export ban,Onion
2020-02-08,city.bhopal,After record highs; onion brings tears with new lows,Onion
2020-02-11,city.nashik,Farmers protest against ban on onion export,Onion
2020-02-12,city.goa,Onion prices stabilise; now sell at Rs 29/kg at state outlets; Rs 40/kg in retail market,Onion
2020-02-12,city.chennai,Onion prices drop to Rs 25/kg in Chennai,Onion
2020-02-17,city.nashik,Farmers seek Maharashtra CM Uddhav Thackeray intervention on withdrawal of ban on onion export,Onion
2020-02-29,city.nashik,Govt lifts export ban; onion starts fetching higher rates at Lasalgaon,Onion
2020-03-03,city.nashik,Farmers stop onion auction after wholesale price crashes below Rs 1;500,Onion
2020-03-04,city.rajkot,Gujarat: Onion prices expected to rise as Union government lifts export ban,Onion
2020-03-06,city.nashik,NCP blocks highway over 'delay' in lifting onion export ban,Onion
2020-03-09,city.kolkata,In three months; onion goes from Rs 100 to Rs 20 in Kolkata,Onion
2020-03-11,city.nashik,Harvest of summer onion begins; crop arrives at Lasalgaon,Onion
2020-03-13,city.nashik,Centre lifts stock limits on onion wholesalers; retailers,Onion
2020-03-16,city.nashik,41% drop in onion exports from Halcon this year,Onion
2020-03-17,city.nashik,Increased onion arrival causes minor price cut,Onion
2020-03-19,city.nashik,Wholesale onion prices drop 30% in 3 days at Lasalgaon,Onion
2020-03-31,city.nashik,Lasalgaon onion market to be shut from today,Onion
2020-03-31,city.pune,Less arrival of onion and potato to jack up prices in Pune,Onion
2020-04-01,city.hubballi,Onion growers struggle to sell produce,Onion
2020-04-01,city.nashik,Onion auctions shut in APMCs across Nashik district; scarcity likely,Onion
2020-04-02,city.pune,Onion rates dip below Rs 10/kg for the first time this season in Pune,Onion
2020-04-07,city.rajkot,Onion shortage likely as lockdown affects harvesting,Onion
2020-04-07,city.pune,Marginal rise in wholesale price of onion & potato,Onion
2020-04-09,city.nashik,Maharashtra: District APMCs reduce onion auction timings; curtail auction,Onion
2020-04-16,city.nashik,Avg wholsesale onion price drops 20% at Lasalgaon,Onion
2020-04-17,city.nagpur,Lockdown hits Akola onion growers hard,Onion
2020-04-21,city.trichy,Small onion farmers in Trichy district struggle to sell 1;000 tonnes of produce,Onion
2020-04-27,india,Mumbai to Prayagraj: Man uses onion passport to cross lockown barriers,Onion
2020-04-28,city.nashik,Wholesale onion prices rise by Rs 50 to stabilise at Rs 900/quintal,Onion
2020-05-02,city.indore,Madhya Pradesh: Bumper crops; no market leave onion farmers in tears,Onion
2020-05-11,city.mysuru,After lockdown woes; onion farmers hit by twister blight,Onion
2020-05-14,city.rajkot,Onion farmers wail over meagre prices of produce,Onion
2020-05-15,city.rajkot,Onion farmer ends life; family blames meagre returns on produce,Onion
2020-05-16,city.nashik,Maharashtra: Onion auction at Lasalgaon begins after 8-day break,Onion
2020-05-19,city.pune,Retail price of onion plummets in Pune,Onion
2020-05-21,city.nashik,Nashik: Average wholesale onion price stabilizes at Lasalgaon,Onion
2020-05-28,city.ahmedabad,Ahmedabad: Onion; green chilli prices plunge amid low demand from hotels,Onion
2020-06-09,city.nashik,Onion prices rise by 18% at Lasalgaon as demand goes up,Onion
2020-06-10,city.nashik,Wholesale onion price up 13%,Onion
2020-06-12,city.nashik,Onion price stays around Rs 900/quintal,Onion
2020-07-08,city.nashik,Centre increases onion procurement target,Onion
2020-07-29,city.nashik,Onion farmers begin missed call agitation,Onion
2020-08-11,city.nashik,Rs 100 rise in wholesale price as rain hits onion supplies,Onion
2020-08-14,city.nashik,Onion prices up 30% as supply falls at Lasalgaon,Onion
2020-08-18,city.nashik,Onion wholesale price crosses Rs 1;000/quintal,Onion
2020-08-19,city.chennai,Chennai: Rs 1.3cr ganja seized from onion-laden truck; 2 held,Onion
2020-08-20,city.nashik,Avg wholesale onion price shoots up by 48% at Lasalgaon APMC,Onion
2020-08-24,city.nashik,Onion prices up 33% at Lasalgaon,Onion
2020-08-25,city.nashik,Avg wholesale onion price falls by 30% to Rs 1;200/quintal in Lasalgaon,Onion
2020-09-01,city.rajkot,Onion hub cries for biz as nCov drags down exports,Onion
2020-09-05,city.nashik,Onion fetches Rs 2;000 per quintal at Lasalgaon amid short supply,Onion
2020-09-10,city.nashik,Average wholesale onion price rises to Rs 2;400/quintal,Onion
2020-09-10,city.mumbai,Maharashtra: Prices of tomato; potato and onion hit the roof,Onion
2020-09-10,city.thane,Maharashtra: Prices of tomato; potato and onion hit the roof,Onion
2020-09-10,city.navimumbai,Maharashtra: Prices of tomato; potato and onion hit the roof,Onion
2020-09-16,city.ahmedabad,Ahmedabad: Onion price may touch Rs 100/kg by end of October,Onion
2020-09-18,city.hubballi,Karnataka onion growers staring at huge losses as Centre bans exports,Onion
2020-09-18,india,Revoke ban on onion exports; urges B'desh,Onion
2020-09-19,city.nashik,Nashik: Onion farmers plan sit-in in front of MPs' houses,Onion
2020-09-20,city.nashik,Onion traders from Nashik relieved; no joy for farmers,Onion
2020-09-20,city.kolkata,Onion export to Bangla resumes after DGFT nod,Onion
2020-09-22,city.coimbatore,Lift onion export ban: Farmers,Onion
2020-09-23,city.nashik,At Rs 3;800/quintal; onion prices hit season's highest,Onion
2020-09-26,city.mumbai,Respond to exporters' plea on onion ban: Bombay HC to govt,Onion
2020-09-26,city.nashik,Avg wholesale onion price stabilizes at Rs3;200/quintal,Onion
2020-09-26,city.nashik,Nashik: Ban on onion export delays first CRT freight,Onion
2020-09-28,city.hyderabad,Onion prices start climbing down; consumption rises,Onion
2020-09-29,city.kolkata,Onion touches Rs 60; other vegetables too pinch pockets,Onion
2020-10-13,city.nashik,Avg wholesale onion price records season's highest at Rs 4;100,Onion
2020-10-15,city.nashik,Onion wholesale price touches season's high,Onion
2020-10-15,city.nashik,I-T search on premises of 12 Nashik onion traders,Onion
2020-10-16,city.nashik,Nashik: Onion auction stops at Lasalgaon amid I-T searches on big traders,Onion
2020-10-20,city.pune,Onion prices rise in Pune amid supply crunch,Onion
2020-10-20,business.india-business,Lasalgaon onion price hits this year's high of Rs 6;200 a quintal,Onion
2020-10-21,city.surat,Rain hits onion supply; prices go through roof in Surat,Onion
2020-10-21,city.trichy,Onion-shallot prices shoot up in Tamil Nadu due to rain; crop loss in other states,Onion
2020-10-21,city.nashik,Onion sells at Rs 7;100 per quintal in Maharashtra's Lasalgaon,Onion
2020-10-22,city.mumbai,Onion prices soar to Rs 100/kg in Mumbai; Pune,Onion
2020-10-22,city.coimbatore,Coimbatore: AIDWA members in district protest onion price hike; blame govts,Onion
2020-10-22,city.kolkata,Onion price in Kolkata shoots up to Rs 80/kg,Onion
2020-10-22,city.hyderabad,Supply crunch pushes onion prices to Rs 110/kg in Hyderabad,Onion
2020-10-22,city.pune,Onion prices soar to Rs 100/kg in Mumbai; Pune,Onion
2020-10-23,city.hubballi,Onion prices skyrocket during festive season,Onion
2020-10-23,city.kochi,Kerala: Soaring onion price brings tears,Onion
2020-10-23,city.nashik,Onion prices rise to Rs 6;200/quintalafter falling a day earlier at Lasalgaon,Onion
2020-10-23,city.delhi,Delhi: Onion and potato prices hit the roof in festive season,Onion
2020-10-23,city.madurai,Pricey onion leaves omelette lovers in tears,Onion
2020-10-24,city.visakhapatnam,Onion prices spike; subsidised sale starts in Visakhapatnam,Onion
2020-10-24,business.india-business,Onion prices soar; govt puts cap on stock with EC Act,Onion
2020-10-25,city.ahmedabad,Onion price set to cross Rs 100/kg mark in Ahmedabad,Onion
2020-10-26,city.indore,Indore: Soaring onion prices pinching pockets in festive season,Onion
2020-10-28,city.nashik,On day 2; wholesale onion markets wear deserted look,Onion
2020-10-28,city.trichy,Tamil Nadu: Onion; shallot prices down by Rs 20/kg,Onion
2020-10-29,city.kolkata,At Rs 100; onion price brings tears to eyes,Onion
2020-10-29,city.coimbatore,Salem dist administration arranges onion at Rs 45 per kilo for residents,Onion
2020-10-29,city.chennai,Chennai: Wholesale cost of onion drops by Rs 20,Onion
2020-10-30,city.nashik,Nashik traders set to resume onion auction at 15 APMCs on Friday,Onion
2020-10-30,business.india-business,Onion traders to get three days' time before enforcement of stock limits: Government,Onion
2020-10-31,city.nashik,Onion auctions resume; traders welcome Centre's relaxation,Onion
2020-10-31,city.trichy,Trichy: Bellary onion yet to be sold for Rs 45/ kg,Onion
2020-11-02,city.lucknow,UP CM Yogi Adityanath orders crackdown on hoarding of potato; onion,Onion
2020-11-04,city.nashik,Nashik: Onion price drops by 1;300 to 4k/quintal,Onion
2020-11-04,city.coimbatore,Onion will stay pricey till December; says TNAU,Onion
2020-11-04,city.lucknow,CM for cap on onion stock for retail; wholesale traders,Onion
2020-11-05,city.nashik,Onion prices drop for 2nd day in a row at Lasalgaon,Onion
2020-11-05,city.lucknow,Uttar Pradesh govt outlets to sell onion; other veggies cheap,Onion
2020-11-06,city.goa,Goa Forward Party: Why different onion rates at ration; horticulture stores,Onion
2020-11-06,city.aurangabad,Man booked for selling onion seeds,Onion
2020-11-10,city.trichy,483 tonnes of onion seized from poultry farms,Onion
2020-11-12,city.nashik,Average onion price falls as farmers rush to clear stock,Onion
2020-11-13,city.rajkot,Promote dehydrated onion in local markets; demands traders' body,Onion
2020-11-22,city.nashik,Onion farmer cheated of Rs 58K in Nashik,Onion
2020-11-26,city.ranchi,Rising onion; potato prices send family budgets haywire in Steel City,Onion
2020-11-28,city.jaipur,Villagers uproot onion plants from agri centre,Onion
2020-12-01,city.jaipur,Onion prices in Jaipur dip with improved supply,Onion
2020-12-05,city.kolkata,Dilip hits out at Trinamool over spiralling prices of potato; onion,Onion
2020-12-06,city.navimumbai,Navi Mumbai: APMC onion at Rs 15 per kg,Onion
